behaviorLogId,studentId,yearGroup,academicYear,date,primaryCategory,subcategory,severity,details,status,dateResolved
1241,1118,5,2021/22,2021-11-14,Positive Behavior,Leadership,None,The student demonstrated leadership skills during group activities.,,
1242,1118,5,2021/22,2021-10-24,Attendance Issues,Truancy,Moderate,The student skipped school without any permission.,Pending,
1243,1119,5,2021/22,2022-01-14,Positive Behavior,Leadership,None,The student demonstrated leadership skills during group activities.,,
1244,1119,5,2021/22,2022-02-01,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
1245,1121,5,2021/22,2022-02-20,Disruptive Behavior,Interrupting,Moderate,The student frequently interrupted the teacher during lessons.,Pending,
1246,1121,5,2021/22,2021-11-25,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
1247,1122,5,2021/22,2022-05-14,Disruptive Behavior,Defiance,Severe,The student showed defiant behavior towards instructions.,Pending,
1248,1122,5,2021/22,2022-05-09,Attendance Issues,Truancy,Mild,The student skipped school without any permission.,Pending,
1249,1122,5,2021/22,2021-11-18,Aggressive/Unsafe Behavior,Physical Aggression,Moderate,The student displayed physical aggression towards others.,Pending,
1250,1123,5,2021/22,2021-09-08,Aggressive/Unsafe Behavior,Verbal Aggression,Severe,The student used abusive or offensive language.,Pending,
1251,1123,5,2021/22,2021-09-05,Disruptive Behavior,Talking,Severe,"The student talked during lessons, disrupting the class.",Resolved,2021-11-07
1252,1123,5,2021/22,2022-01-20,Engagement/Participation,Sleeping in Class,Moderate,The student was found sleeping during a lecture.,Pending,
1253,1124,5,2021/22,2022-02-12,Disruptive Behavior,Defiance,Mild,The student showed defiant behavior towards instructions.,Resolved,2022-03-09
1254,1125,5,2021/22,2022-04-30,Attendance Issues,Absense,Mild,The student was absent for an entire day without prior notice.,Pending,
1255,1127,5,2021/22,2022-03-30,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Resolved,2022-06-24
1256,1128,5,2021/22,2022-03-11,Disruptive Behavior,Defiance,Severe,The student showed defiant behavior towards instructions.,Pending,
1257,1129,5,2021/22,2022-06-19,Positive Behavior,Leadership,None,The student demonstrated leadership skills during group activities.,,
1258,1129,5,2021/22,2021-12-05,Aggressive/Unsafe Behavior,Physical Aggression,Mild,The student displayed physical aggression towards others.,Pending,
1259,1129,5,2021/22,2022-02-26,Aggressive/Unsafe Behavior,Verbal Aggression,Moderate,The student used abusive or offensive language.,Resolved,2022-05-27
1260,1131,5,2021/22,2022-04-11,Attendance Issues,Late Arrival,Moderate,The student arrived late without a valid excuse.,Resolved,2022-04-17
1261,1131,5,2021/22,2022-03-27,Attendance Issues,Absense,Moderate,The student was absent for an entire day without prior notice.,Pending,
1262,1132,5,2021/22,2021-09-05,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
1263,1132,5,2021/22,2022-03-08,Safety and Discipline,Bringing Prohibited Items,Moderate,The student brought a prohibited item to school.,Pending,
1264,1132,5,2021/22,2021-11-08,Positive Behavior,Helping Others,None,The student helped peers with their tasks or studies.,,
1265,1134,5,2021/22,2021-11-13,Positive Behavior,Helping Others,None,The student helped peers with their tasks or studies.,,
1266,1134,5,2021/22,2021-11-11,Safety and Discipline,Vandalism,Mild,The student damaged school property intentionally.,Resolved,2022-01-29
1267,1138,5,2021/22,2022-01-17,Aggressive/Unsafe Behavior,Physical Aggression,Severe,The student displayed physical aggression towards others.,Pending,
1268,1138,5,2021/22,2022-01-15,Engagement/Participation,Sleeping in Class,Moderate,The student was found sleeping during a lecture.,Pending,
1269,1139,5,2021/22,2022-03-26,Aggressive/Unsafe Behavior,Bullying,Mild,The student was reported for bullying peers.,Resolved,2022-04-05
1270,1139,5,2021/22,2022-06-14,Disruptive Behavior,Talking,Severe,"The student talked during lessons, disrupting the class.",Pending,
1271,1140,5,2021/22,2021-10-30,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Pending,
1272,1140,5,2021/22,2021-12-26,Engagement/Participation,Sleeping in Class,Moderate,The student was found sleeping during a lecture.,Pending,
1273,1140,5,2021/22,2022-02-21,Engagement/Participation,Sleeping in Class,Moderate,The student was found sleeping during a lecture.,Pending,
1274,1144,5,2021/22,2022-03-01,Positive Behavior,Helping Others,None,The student helped peers with their tasks or studies.,,
1275,1144,5,2021/22,2022-03-17,Attendance Issues,Late Arrival,Mild,The student arrived late without a valid excuse.,Pending,
1276,1144,5,2021/22,2021-10-03,Aggressive/Unsafe Behavior,Verbal Aggression,Severe,The student used abusive or offensive language.,Resolved,2021-12-23
1277,1145,5,2021/22,2021-09-08,Attendance Issues,Late Arrival,Moderate,The student arrived late without a valid excuse.,Resolved,2021-10-08
1278,1145,5,2021/22,2021-11-19,Attendance Issues,Absense,Mild,The student was absent for an entire day without prior notice.,Pending,
1279,1145,5,2021/22,2022-06-07,Aggressive/Unsafe Behavior,Physical Aggression,Mild,The student displayed physical aggression towards others.,Pending,
1280,1147,6,2021/22,2022-05-08,Engagement/Participation,Lack of Participation,Mild,The student did not participate in class activities.,Resolved,2022-05-24
1281,1147,6,2021/22,2022-05-12,Attendance Issues,Late Arrival,Severe,The student arrived late without a valid excuse.,Resolved,2022-05-27
1282,1151,6,2021/22,2021-09-09,Disruptive Behavior,Interrupting,Severe,The student frequently interrupted the teacher during lessons.,Pending,
1283,1151,6,2021/22,2021-09-05,Disruptive Behavior,Interrupting,Mild,The student frequently interrupted the teacher during lessons.,Pending,
1284,1152,6,2021/22,2021-12-30,Disruptive Behavior,Talking,Moderate,"The student talked during lessons, disrupting the class.",Resolved,2022-02-02
1285,1152,6,2021/22,2021-12-14,Safety and Discipline,Vandalism,Mild,The student damaged school property intentionally.,Pending,
1286,1153,6,2021/22,2022-02-28,Safety and Discipline,Bringing Prohibited Items,Severe,The student brought a prohibited item to school.,Pending,
1287,1154,6,2021/22,2022-02-03,Safety and Discipline,Bringing Prohibited Items,Moderate,The student brought a prohibited item to school.,Resolved,2022-04-27
1288,1154,6,2021/22,2022-04-09,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Pending,
1289,1156,6,2021/22,2022-05-29,Safety and Discipline,Leaving School Grounds Without Permission,Severe,The student left the school premises without authorization.,Pending,
1290,1156,6,2021/22,2022-06-02,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
1291,1156,6,2021/22,2022-01-07,Safety and Discipline,Leaving School Grounds Without Permission,Mild,The student left the school premises without authorization.,Pending,
1292,1157,6,2021/22,2022-06-21,Aggressive/Unsafe Behavior,Bullying,Moderate,The student was reported for bullying peers.,Resolved,2022-08-06
1293,1161,6,2021/22,2022-03-29,Engagement/Participation,Off-Task,Moderate,The student was frequently distracted and off-task during lessons.,Pending,
1294,1163,6,2021/22,2022-05-02,Positive Behavior,Leadership,None,The student demonstrated leadership skills during group activities.,,
1295,1163,6,2021/22,2022-04-23,Safety and Discipline,Leaving School Grounds Without Permission,Mild,The student left the school premises without authorization.,Pending,
1296,1163,6,2021/22,2022-01-05,Disruptive Behavior,Defiance,Moderate,The student showed defiant behavior towards instructions.,Pending,
1297,1164,6,2021/22,2021-09-06,Aggressive/Unsafe Behavior,Bullying,Mild,The student was reported for bullying peers.,Pending,
1298,1164,6,2021/22,2022-07-17,Engagement/Participation,Sleeping in Class,Moderate,The student was found sleeping during a lecture.,Pending,
1299,1164,6,2021/22,2022-07-05,Positive Behavior,Helping Others,None,The student helped peers with their tasks or studies.,,
1300,1165,6,2021/22,2022-05-18,Disruptive Behavior,Talking,Severe,"The student talked during lessons, disrupting the class.",Resolved,2022-06-01
1301,1165,6,2021/22,2022-03-18,Safety and Discipline,Bringing Prohibited Items,Severe,The student brought a prohibited item to school.,Resolved,2022-06-01
1302,1166,6,2021/22,2021-11-24,Engagement/Participation,Lack of Participation,Severe,The student did not participate in class activities.,Pending,
1303,1166,6,2021/22,2022-01-03,Attendance Issues,Absense,Severe,The student was absent for an entire day without prior notice.,Pending,
1304,1168,6,2021/22,2022-07-12,Aggressive/Unsafe Behavior,Verbal Aggression,Severe,The student used abusive or offensive language.,Resolved,2022-09-16
1305,1168,6,2021/22,2022-04-17,Attendance Issues,Absense,Mild,The student was absent for an entire day without prior notice.,Pending,
1306,1169,6,2021/22,2022-05-20,Engagement/Participation,Not Completing Assignments,Severe,The student failed to submit or complete assigned tasks.,Pending,
1307,1169,6,2021/22,2022-04-03,Attendance Issues,Late Arrival,Moderate,The student arrived late without a valid excuse.,Resolved,2022-04-06
1308,1169,6,2021/22,2022-07-10,Engagement/Participation,Not Completing Assignments,Moderate,The student failed to submit or complete assigned tasks.,Pending,
1309,1170,6,2021/22,2021-12-26,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Resolved,2022-02-13
1310,1170,6,2021/22,2022-01-19,Attendance Issues,Late Arrival,Severe,The student arrived late without a valid excuse.,Pending,
1311,1171,6,2021/22,2021-12-07,Positive Behavior,Participation,None,The student actively engaged in class discussions and activities.,,
1312,1171,6,2021/22,2021-09-09,Positive Behavior,Leadership,None,The student demonstrated leadership skills during group activities.,,
1313,1171,6,2021/22,2021-09-06,Engagement/Participation,Not Completing Assignments,Severe,The student failed to submit or complete assigned tasks.,Resolved,2021-09-09
1314,1172,6,2021/22,2022-05-06,Aggressive/Unsafe Behavior,Verbal Aggression,Mild,The student used abusive or offensive language.,Pending,
1315,1172,6,2021/22,2022-07-31,Engagement/Participation,Off-Task,Moderate,The student was frequently distracted and off-task during lessons.,Pending,
1316,1172,6,2021/22,2022-02-01,Attendance Issues,Truancy,Moderate,The student skipped school without any permission.,Pending,
1317,1173,6,2021/22,2021-12-25,Positive Behavior,Consistent Attendance,None,The student maintained perfect attendance throughout the term.,,
1318,1175,6,2021/22,2022-05-25,Disruptive Behavior,Defiance,Moderate,The student showed defiant behavior towards instructions.,Pending,
1319,1176,6,2021/22,2021-10-14,Safety and Discipline,Bringing Prohibited Items,Severe,The student brought a prohibited item to school.,Pending,
1320,1177,6,2021/22,2022-07-22,Aggressive/Unsafe Behavior,Verbal Aggression,Moderate,The student used abusive or offensive language.,Pending,
1321,1177,6,2021/22,2022-06-27,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
1322,1177,6,2021/22,2022-06-05,Positive Behavior,Academic Effort,None,The student showed consistent effort to improve academically.,,
1323,1178,6,2021/22,2022-07-07,Disruptive Behavior,Interrupting,Moderate,The student frequently interrupted the teacher during lessons.,Resolved,2022-09-05
1324,1179,6,2021/22,2022-01-28,Attendance Issues,Truancy,Mild,The student skipped school without any permission.,Resolved,2022-03-04
1325,1179,6,2021/22,2022-05-18,Engagement/Participation,Off-Task,Severe,The student was frequently distracted and off-task during lessons.,Pending,
1326,1179,6,2021/22,2022-01-03,Attendance Issues,Truancy,Mild,The student skipped school without any permission.,Pending,
1327,1180,6,2021/22,2021-10-16,Attendance Issues,Absense,Severe,The student was absent for an entire day without prior notice.,Resolved,2021-12-12
1328,1180,6,2021/22,2021-12-26,Engagement/Participation,Not Completing Assignments,Severe,The student failed to submit or complete assigned tasks.,Pending,
1329,1181,6,2021/22,2021-10-11,Disruptive Behavior,Interrupting,Severe,The student frequently interrupted the teacher during lessons.,Pending,
1330,1181,6,2021/22,2022-03-12,Aggressive/Unsafe Behavior,Verbal Aggression,Moderate,The student used abusive or offensive language.,Resolved,2022-04-14
1331,1181,6,2021/22,2022-06-02,Attendance Issues,Late Arrival,Moderate,The student arrived late without a valid excuse.,Pending,
1332,1182,6,2021/22,2022-06-07,Engagement/Participation,Off-Task,Moderate,The student was frequently distracted and off-task during lessons.,Resolved,2022-07-01
1333,1182,6,2021/22,2021-09-27,Safety and Discipline,Leaving School Grounds Without Permission,Moderate,The student left the school premises without authorization.,Resolved,2021-11-12
1334,1182,6,2021/22,2022-02-03,Attendance Issues,Late Arrival,Severe,The student arrived late without a valid excuse.,Pending,
